107
26 1 0 2 3 4 5 6 8 7 11 10 9 ; 0 3 4 1 2 5 6 7 8
27 1 0 2 3 4 5 6 8 7 11 10 9 ; 0 3 4 1 2 5 6 7 8
24 1 0 2 3 4 5 6 8 7 10 11 9 ; 0 3 4 1 2 5 6 7 8
25 1 0 2 3 4 5 6 7 8 10 11 9 ; 0 3 4 1 2 5 6 7 8
25 1 0 2 3 4 7 8 5 6 10 11 9 ; 0 3 4 1 2 5 6 8 7
26 1 0 2 3 4 8 7 5 6 11 10 9 ; 0 3 4 1 2 5 6 8 7
27 1 0 2 3 4 8 7 5 6 11 10 9 ; 0 3 4 1 2 5 6 8 7
24 1 0 2 3 4 8 7 5 6 10 11 9 ; 0 3 4 1 2 5 6 8 7
22 0 2 1 5 3 4 6 9 11 10 8 7 ; 1 0 2 3 5 4 7 6 8
24 0 2 1 5 3 4 6 9 11 10 8 7 ; 1 0 2 3 5 4 7 6 8
25 0 2 1 5 3 4 6 9 11 10 7 8 ; 1 0 2 3 5 4 7 6 8
